CME_ID timestamp solar_wind_km_s
CME0034 2025-01-02T09:08:00Z 941.694
CME0034 2025-01-02T09:09:00Z 928.668
CME0035 2025-01-02T10:00:00Z 856.002
CME0035 2025-01-02T10:01:00Z 930.787
CME0035 2025-01-02T10:02:00Z 322.469
CME0035 2025-01-02T10:03:00Z 320.456
CME0035 2025-01-02T10:04:00Z 941.329
CME0035 2025-01-02T10:05:00Z 1134.256
CME0035 2025-01-02T10:06:00Z 918.641
CME0035 2025-01-02T10:07:00Z 465.862
CME0035 2025-01-02T10:08:00Z 824.750
CME0035 2025-01-02T10:09:00Z 908.319
CME0036 2025-01-02T11:00:00Z 540.943
CME0036 2025-01-02T11:01:00Z 334.785
CME0036 2025-01-02T11:02:00Z 357.725
CME0036 2025-01-02T11:03:00Z 1146.160
CME0036 2025-01-02T11:04:00Z 860.813
CME0036 2025-01-02T11:05:00Z 1024.433
CME0036 2025-01-02T11:06:00Z 950.455
CME0036 2025-01-02T11:07:00Z 857.349
CME0036 2025-01-02T11:08:00Z 1183.341
CME0036 2025-01-02T11:09:00Z 1133.531
CME0037 2025-01-02T12:00:00Z 1032.997
CME0037 2025-01-02T12:01:00Z 865.103
CME0037 2025-01-02T12:02:00Z 943.599
CME0037 2025-01-02T12:03:00Z 771.755
CME0037 2025-01-02T12:04:00Z 751.822
CME0037 2025-01-02T12:05:00Z 1170.820
CME0037 2025-01-02T12:06:00Z 1101.768
CME0037 2025-01-02T12:07:00Z 965.638
CME0037 2025-01-02T12:08:00Z 351.076
CME0037 2025-01-02T12:09:00Z 952.850
CME0038 2025-01-02T13:00:00Z 648.448
CME0038 2025-01-02T13:01:00Z 867.087
CME0038 2025-01-02T13:02:00Z 915.283
CME0038 2025-01-02T13:03:00Z 822.107
CME0038 2025-01-02T13:04:00Z 1066.987
CME0038 2025-01-02T13:05:00Z 835.568
CME0038 2025-01-02T13:06:00Z 595.617
CME0038 2025-01-02T13:07:00Z 1114.329
CME0038 2025-01-02T13:08:00Z 1079.138
CME0038 2025-01-02T13:09:00Z 363.664
CME0039 2025-01-02T14:00:00Z 1081.565
CME0039 2025-01-02T14:01:00Z 1180.565
CME0039 2025-01-02T14:02:00Z 939.850
CME0039 2025-01-02T14:03:00Z 977.382
CME0039 2025-01-02T14:04:00Z 337.978
CME0039 2025-01-02T14:05:00Z 931.268
CME0039 2025-01-02T14:06:00Z 887.307
CME0039 2025-01-02T14:07:00Z 331.918
CME0039 2025-01-02T14:08:00Z 1152.549
CME0039 2025-01-02T14:09:00Z 564.648
CME0040 2025-01-02T15:00:00Z 922.252
CME0040 2025-01-02T15:01:00Z 493.787
CME0040 2025-01-02T15:02:00Z 1072.608
CME0040 2025-01-02T15:03:00Z 1121.544
CME0040 2025-01-02T15:04:00Z 813.191
CME0040 2025-01-02T15:05:00Z 838.414
CME0040 2025-01-02T15:06:00Z 998.121
CME0040 2025-01-02T15:07:00Z 500.834
CME0040 2025-01-02T15:08:00Z 1063.394
CME0040 2025-01-02T15:09:00Z 719.633
CME0041 2025-01-02T16:00:00Z 1105.544
CME0041 2025-01-02T16:01:00Z 1178.272
CME0041 2025-01-02T16:02:00Z 853.213
CME0041 2025-01-02T16:03:00Z 532.261
CME0041 2025-01-02T16:04:00Z 721.760
CME0041 2025-01-02T16:05:00Z 1010.800
CME0041 2025-01-02T16:06:00Z 1071.369
CME0041 2025-01-02T16:07:00Z 623.758
CME0041 2025-01-02T16:08:00Z 1067.246
CME0041 2025-01-02T16:09:00Z 1063.250
CME0042 2025-01-02T17:00:00Z 411.699
CME0042 2025-01-02T17:01:00Z 1177.416
CME0042 2025-01-02T17:02:00Z 355.148
CME0042 2025-01-02T17:03:00Z 966.026
CME0042 2025-01-02T17:04:00Z 346.614
CME0042 2025-01-02T17:05:00Z 1076.406
CME0042 2025-01-02T17:06:00Z 1025.648
CME0042 2025-01-02T17:07:00Z 1011.656
CME0042 2025-01-02T17:08:00Z 1015.497
CME0042 2025-01-02T17:09:00Z 888.402
CME0043 2025-01-02T18:00:00Z 1128.906
CME0043 2025-01-02T18:01:00Z 971.431
CME0043 2025-01-02T18:02:00Z 330.668
CME0043 2025-01-02T18:03:00Z 321.534
CME0043 2025-01-02T18:04:00Z 1123.270
CME0043 2025-01-02T18:05:00Z 1167.104
CME0043 2025-01-02T18:06:00Z 903.334
CME0043 2025-01-02T18:07:00Z 865.132
CME0043 2025-01-02T18:08:00Z 626.535
CME0043 2025-01-02T18:09:00Z 949.960
CME0044 2025-01-02T19:00:00Z 1062.557
CME0044 2025-01-02T19:01:00Z 1018.223
CME0044 2025-01-02T19:02:00Z 460.789
CME0044 2025-01-02T19:03:00Z 1106.526
CME0044 2025-01-02T19:04:00Z 697.785
CME0044 2025-01-02T19:05:00Z 1007.731
CME0044 2025-01-02T19:06:00Z 1106.082
CME0044 2025-01-02T19:07:00Z 1078.578
CME0044 2025-01-02T19:08:00Z 786.743
CME0044 2025-01-02T19:09:00Z 981.350
CME0045 2025-01-02T20:00:00Z 1137.535
CME0045 2025-01-02T20:01:00Z 919.524
CME0045 2025-01-02T20:02:00Z 893.512
CME0045 2025-01-02T20:03:00Z 351.229
CME0045 2025-01-02T20:04:00Z 953.874
CME0045 2025-01-02T20:05:00Z 1103.516
CME0045 2025-01-02T20:06:00Z 1097.204
CME0045 2025-01-02T20:07:00Z 361.436
CME0045 2025-01-02T20:08:00Z 582.022
CME0045 2025-01-02T20:09:00Z 1017.322
CME0046 2025-01-02T21:00:00Z 641.948
CME0046 2025-01-02T21:01:00Z 970.408
CME0046 2025-01-02T21:02:00Z 978.518
CME0046 2025-01-02T21:03:00Z 988.241
CME0046 2025-01-02T21:04:00Z 929.069
CME0046 2025-01-02T21:05:00Z 1138.972
CME0046 2025-01-02T21:06:00Z 1175.527
CME0046 2025-01-02T21:07:00Z 318.625
CME0046 2025-01-02T21:08:00Z 1023.547
CME0046 2025-01-02T21:09:00Z 592.051
CME0047 2025-01-02T22:00:00Z 1126.882
CME0047 2025-01-02T22:01:00Z 1037.219
CME0047 2025-01-02T22:02:00Z 820.177
CME0047 2025-01-02T22:03:00Z 1094.813
CME0047 2025-01-02T22:04:00Z 955.028
CME0047 2025-01-02T22:05:00Z 350.041
CME0047 2025-01-02T22:06:00Z 354.994
CME0047 2025-01-02T22:07:00Z 334.068
CME0047 2025-01-02T22:08:00Z 900.732
CME0047 2025-01-02T22:09:00Z 815.169
CME0048 2025-01-02T23:00:00Z 368.221
CME0048 2025-01-02T23:01:00Z 929.836
CME0048 2025-01-02T23:02:00Z 856.972
CME0048 2025-01-02T23:03:00Z 827.400
CME0048 2025-01-02T23:04:00Z 686.448
CME0048 2025-01-02T23:05:00Z 391.550
CME0048 2025-01-02T23:06:00Z 990.166
CME0048 2025-01-02T23:07:00Z 969.558
CME0048 2025-01-02T23:08:00Z 944.299
CME0048 2025-01-02T23:09:00Z 1067.708
CME0049 2025-01-03T00:00:00Z 931.556
CME0049 2025-01-03T00:01:00Z 1024.846
CME0049 2025-01-03T00:02:00Z 499.495
CME0049 2025-01-03T00:03:00Z 302.155
CME0049 2025-01-03T00:04:00Z 986.982
CME0049 2025-01-03T00:05:00Z 977.790
CME0049 2025-01-03T00:06:00Z 1046.070
CME0049 2025-01-03T00:07:00Z 1141.677
CME0049 2025-01-03T00:08:00Z 1150.290
CME0049 2025-01-03T00:09:00Z 477.587
CME0050 2025-01-03T01:00:00Z 597.329
CME0050 2025-01-03T01:01:00Z 1055.543
CME0050 2025-01-03T01:02:00Z 965.863
CME0050 2025-01-03T01:03:00Z 1189.414
CME0050 2025-01-03T01:04:00Z 865.446
CME0050 2025-01-03T01:05:00Z 1161.499
CME0050 2025-01-03T01:06:00Z 599.087
CME0050 2025-01-03T01:07:00Z 1119.933
CME0050 2025-01-03T01:08:00Z 921.629
CME0050 2025-01-03T01:09:00Z 349.888
CME0051 2025-01-03T02:00:00Z 526.090
CME0051 2025-01-03T02:01:00Z 935.081
CME0051 2025-01-03T02:02:00Z 1174.223
CME0051 2025-01-03T02:03:00Z 882.866
CME0051 2025-01-03T02:04:00Z 1160.460
CME0051 2025-01-03T02:05:00Z 473.377
CME0051 2025-01-03T02:06:00Z 492.991
CME0051 2025-01-03T02:07:00Z 1061.536
CME0051 2025-01-03T02:08:00Z 881.197
CME0051 2025-01-03T02:09:00Z 943.708
CME0052 2025-01-03T03:00:00Z 1067.624
CME0052 2025-01-03T03:01:00Z 952.120
CME0052 2025-01-03T03:02:00Z 824.021
CME0052 2025-01-03T03:03:00Z 874.175
CME0052 2025-01-03T03:04:00Z 465.161
CME0052 2025-01-03T03:05:00Z 966.502
CME0052 2025-01-03T03:06:00Z 521.417
CME0052 2025-01-03T03:07:00Z 1003.466
CME0052 2025-01-03T03:08:00Z 977.457
CME0052 2025-01-03T03:09:00Z 717.646
CME0053 2025-01-03T04:00:00Z 1145.901
CME0053 2025-01-03T04:01:00Z 822.979
CME0053 2025-01-03T04:02:00Z 1152.238
CME0053 2025-01-03T04:03:00Z 1009.966
CME0053 2025-01-03T04:04:00Z 704.383
CME0053 2025-01-03T04:05:00Z 997.732
CME0053 2025-01-03T04:06:00Z 612.688
CME0053 2025-01-03T04:07:00Z 819.266
CME0053 2025-01-03T04:08:00Z 1159.258
CME0053 2025-01-03T04:09:00Z 669.431
CME0054 2025-01-03T05:00:00Z 1061.933
CME0054 2025-01-03T05:01:00Z 1123.973
CME0054 2025-01-03T05:02:00Z 774.455
CME0054 2025-01-03T05:03:00Z 1168.908
CME0054 2025-01-03T05:04:00Z 662.517
CME0054 2025-01-03T05:05:00Z 1190.749
CME0054 2025-01-03T05:06:00Z 1165.099
CME0054 2025-01-03T05:07:00Z 886.017
CME0054 2025-01-03T05:08:00Z 769.094
CME0054 2025-01-03T05:09:00Z 1014.902
CME0055 2025-01-03T06:00:00Z 635.443
CME0055 2025-01-03T06:01:00Z 1021.507
CME0055 2025-01-03T06:02:00Z 1035.481
CME0055 2025-01-03T06:03:00Z 869.445
CME0055 2025-01-03T06:04:00Z 838.235
CME0055 2025-01-03T06:05:00Z 639.386
CME0055 2025-01-03T06:06:00Z 884.228
CME0055 2025-01-03T06:07:00Z 917.906
CME0055 2025-01-03T06:08:00Z 430.410
CME0055 2025-01-03T06:09:00Z 1050.138
CME0056 2025-01-03T07:00:00Z 777.001
CME0056 2025-01-03T07:01:00Z 473.946
CME0056 2025-01-03T07:02:00Z 1061.785
CME0056 2025-01-03T07:03:00Z 918.946
CME0056 2025-01-03T07:04:00Z 496.338
CME0056 2025-01-03T07:05:00Z 1171.739
CME0056 2025-01-03T07:06:00Z 910.962
CME0056 2025-01-03T07:07:00Z 1057.273
CME0056 2025-01-03T07:08:00Z 1034.953
CME0056 2025-01-03T07:09:00Z 999.829
CME0057 2025-01-03T08:00:00Z 825.704
CME0057 2025-01-03T08:01:00Z 710.915
CME0057 2025-01-03T08:02:00Z 801.622
CME0057 2025-01-03T08:03:00Z 462.957
CME0057 2025-01-03T08:04:00Z 1108.204
CME0057 2025-01-03T08:05:00Z 1129.601
CME0057 2025-01-03T08:06:00Z 1161.149
CME0057 2025-01-03T08:07:00Z 845.492
CME0057 2025-01-03T08:08:00Z 394.526
CME0057 2025-01-03T08:09:00Z 1132.309
CME0058 2025-01-03T09:00:00Z 652.203
CME0059 2025-01-03T10:00:00Z 1168.834
CME0059 2025-01-03T10:01:00Z 1085.410
CME0059 2025-01-03T10:02:00Z 967.763
CME0059 2025-01-03T10:03:00Z 656.113
CME0059 2025-01-03T10:04:00Z 541.654
CME0059 2025-01-03T10:05:00Z 1079.454
CME0059 2025-01-03T10:06:00Z 884.426
CME0059 2025-01-03T10:07:00Z 851.967
CME0059 2025-01-03T10:08:00Z 1156.381
CME0059 2025-01-03T10:09:00Z 354.535
CME0060 2025-01-03T11:00:00Z 688.050
CME0061 2025-01-03T12:00:00Z 1011.596
CME0061 2025-01-03T12:01:00Z 341.844
CME0061 2025-01-03T12:02:00Z 525.023
CME0061 2025-01-03T12:03:00Z 954.852
CME0061 2025-01-03T12:04:00Z 575.505
CME0061 2025-01-03T12:05:00Z 1003.294
CME0061 2025-01-03T12:06:00Z 906.362
CME0061 2025-01-03T12:07:00Z 833.347
CME0061 2025-01-03T12:08:00Z 987.243
CME0061 2025-01-03T12:09:00Z 875.449
CME0062 2025-01-03T13:00:00Z 1032.664
CME0062 2025-01-03T13:01:00Z 527.552
CME0062 2025-01-03T13:02:00Z 1114.571
CME0062 2025-01-03T13:03:00Z 929.754
CME0062 2025-01-03T13:04:00Z 1010.754
CME0062 2025-01-03T13:05:00Z 549.035
CME0062 2025-01-03T13:06:00Z 855.457
CME0062 2025-01-03T13:07:00Z 983.959
