CME_ID timestamp proton_flux_pfu
CME0005 2025-01-01T04:09:00Z 28.221
CME0006 2025-01-01T05:00:00Z 53.127
CME0006 2025-01-01T05:01:00Z 28.094
CME0006 2025-01-01T05:02:00Z 46.757
CME0006 2025-01-01T05:03:00Z 37.198
CME0006 2025-01-01T05:04:00Z 8.944
CME0006 2025-01-01T05:05:00Z 4.252
CME0006 2025-01-01T05:06:00Z 44.208
CME0006 2025-01-01T05:07:00Z 73.729
CME0006 2025-01-01T05:08:00Z 32.064
CME0006 2025-01-01T05:09:00Z 1.657
CME0007 2025-01-01T06:00:00Z 25.097
CME0007 2025-01-01T06:01:00Z 38.778
CME0007 2025-01-01T06:02:00Z 9.199
CME0007 2025-01-01T06:03:00Z 8.890
CME0007 2025-01-01T06:04:00Z 40.969
CME0007 2025-01-01T06:05:00Z 6.914
CME0007 2025-01-01T06:06:00Z 94.675
CME0007 2025-01-01T06:07:00Z 80.470
CME0007 2025-01-01T06:08:00Z 60.635
CME0007 2025-01-01T06:09:00Z 33.694
CME0008 2025-01-01T07:00:00Z 4.401
CME0009 2025-01-01T08:00:00Z 57.245
CME0009 2025-01-01T08:01:00Z 42.770
CME0009 2025-01-01T08:02:00Z 71.705
CME0009 2025-01-01T08:03:00Z 0.866
CME0009 2025-01-01T08:04:00Z 57.938
CME0009 2025-01-01T08:05:00Z 20.261
CME0009 2025-01-01T08:06:00Z 15.042
CME0009 2025-01-01T08:07:00Z 60.845
CME0009 2025-01-01T08:08:00Z 9.467
CME0009 2025-01-01T08:09:00Z 3.008
CME0010 2025-01-01T09:00:00Z 6.665
CME0010 2025-01-01T09:01:00Z 89.351
CME0010 2025-01-01T09:02:00Z 70.806
CME0010 2025-01-01T09:03:00Z 99.008
CME0010 2025-01-01T09:04:00Z 0.993
CME0010 2025-01-01T09:05:00Z 0.601
CME0010 2025-01-01T09:06:00Z 72.749
CME0010 2025-01-01T09:07:00Z 26.110
CME0010 2025-01-01T09:08:00Z 76.515
CME0010 2025-01-01T09:09:00Z 32.307
CME0011 2025-01-01T10:00:00Z 12.750
CME0011 2025-01-01T10:01:00Z 5.414
CME0011 2025-01-01T10:02:00Z 87.803
CME0011 2025-01-01T10:03:00Z 3.224
CME0011 2025-01-01T10:04:00Z 84.982
CME0011 2025-01-01T10:05:00Z 92.030
CME0011 2025-01-01T10:06:00Z 61.232
CME0011 2025-01-01T10:07:00Z 2.556
CME0011 2025-01-01T10:08:00Z 84.765
CME0011 2025-01-01T10:09:00Z 60.245
CME0012 2025-01-01T11:00:00Z 34.585
CME0012 2025-01-01T11:01:00Z 13.088
CME0012 2025-01-01T11:02:00Z 1.977
CME0012 2025-01-01T11:03:00Z 3.156
CME0012 2025-01-01T11:04:00Z 90.767
CME0012 2025-01-01T11:05:00Z 1.313
CME0012 2025-01-01T11:06:00Z 23.529
CME0012 2025-01-01T11:07:00Z 13.565
CME0012 2025-01-01T11:08:00Z 29.368
CME0012 2025-01-01T11:09:00Z 63.724
CME0013 2025-01-01T12:00:00Z 86.031
CME0013 2025-01-01T12:01:00Z 95.016
CME0013 2025-01-01T12:02:00Z 51.662
CME0013 2025-01-01T12:03:00Z 0.807
CME0013 2025-01-01T12:04:00Z 8.249
CME0013 2025-01-01T12:05:00Z 59.463
CME0013 2025-01-01T12:06:00Z 32.516
CME0013 2025-01-01T12:07:00Z 51.020
CME0013 2025-01-01T12:08:00Z 1.175
CME0013 2025-01-01T12:09:00Z 65.579
CME0014 2025-01-01T13:00:00Z 44.144
CME0014 2025-01-01T13:01:00Z 9.666
CME0014 2025-01-01T13:02:00Z 77.283
CME0014 2025-01-01T13:03:00Z 81.964
CME0014 2025-01-01T13:04:00Z 7.449
CME0014 2025-01-01T13:05:00Z 80.129
CME0014 2025-01-01T13:06:00Z 12.147
CME0014 2025-01-01T13:07:00Z 84.228
CME0014 2025-01-01T13:08:00Z 4.266
CME0014 2025-01-01T13:09:00Z 19.521
CME0015 2025-01-01T14:00:00Z 4.213
CME0016 2025-01-01T15:00:00Z 74.498
CME0016 2025-01-01T15:01:00Z 94.033
CME0016 2025-01-01T15:02:00Z 6.616
CME0016 2025-01-01T15:03:00Z 7.561
CME0016 2025-01-01T15:04:00Z 1.073
CME0016 2025-01-01T15:05:00Z 21.789
CME0016 2025-01-01T15:06:00Z 19.096
CME0016 2025-01-01T15:07:00Z 12.688
CME0016 2025-01-01T15:08:00Z 42.731
CME0016 2025-01-01T15:09:00Z 93.918
CME0017 2025-01-01T16:00:00Z 21.378
CME0017 2025-01-01T16:01:00Z 8.159
CME0017 2025-01-01T16:02:00Z 1.271
CME0017 2025-01-01T16:03:00Z 59.135
CME0017 2025-01-01T16:04:00Z 93.364
CME0017 2025-01-01T16:05:00Z 66.915
CME0017 2025-01-01T16:06:00Z 7.968
CME0017 2025-01-01T16:07:00Z 98.767
CME0017 2025-01-01T16:08:00Z 76.587
CME0017 2025-01-01T16:09:00Z 15.213
CME0018 2025-01-01T17:00:00Z 1.878
CME0018 2025-01-01T17:01:00Z 52.872
CME0018 2025-01-01T17:02:00Z 76.262
CME0018 2025-01-01T17:03:00Z 73.386
CME0018 2025-01-01T17:04:00Z 8.099
CME0018 2025-01-01T17:05:00Z 24.093
CME0018 2025-01-01T17:06:00Z 6.472
CME0018 2025-01-01T17:07:00Z 21.635
CME0018 2025-01-01T17:08:00Z 86.381
CME0018 2025-01-01T17:09:00Z 90.468
CME0019 2025-01-01T18:00:00Z 94.908
CME0019 2025-01-01T18:01:00Z 6.114
CME0019 2025-01-01T18:02:00Z 41.371
CME0019 2025-01-01T18:03:00Z 28.700
CME0019 2025-01-01T18:04:00Z 81.849
CME0019 2025-01-01T18:05:00Z 2.625
CME0019 2025-01-01T18:06:00Z 8.512
CME0019 2025-01-01T18:07:00Z 78.508
CME0019 2025-01-01T18:08:00Z 68.301
CME0019 2025-01-01T18:09:00Z 49.898
CME0020 2025-01-01T19:00:00Z 3.063
CME0020 2025-01-01T19:01:00Z 10.351
CME0020 2025-01-01T19:02:00Z 83.564
CME0020 2025-01-01T19:03:00Z 9.543
CME0020 2025-01-01T19:04:00Z 44.742
CME0020 2025-01-01T19:05:00Z 36.288
CME0020 2025-01-01T19:06:00Z 17.646
CME0020 2025-01-01T19:07:00Z 31.337
CME0020 2025-01-01T19:08:00Z 23.676
CME0020 2025-01-01T19:09:00Z 0.790
CME0021 2025-01-01T20:00:00Z 7.267
CME0021 2025-01-01T20:01:00Z 75.041
CME0021 2025-01-01T20:02:00Z 62.475
CME0021 2025-01-01T20:03:00Z 4.239
CME0021 2025-01-01T20:04:00Z 48.701
CME0021 2025-01-01T20:05:00Z 16.416
CME0021 2025-01-01T20:06:00Z 8.937
CME0021 2025-01-01T20:07:00Z 89.617
CME0021 2025-01-01T20:08:00Z 44.927
CME0021 2025-01-01T20:09:00Z 30.856
CME0022 2025-01-01T21:00:00Z 29.934
CME0022 2025-01-01T21:01:00Z 49.602
CME0022 2025-01-01T21:02:00Z 65.144
CME0022 2025-01-01T21:03:00Z 40.176
CME0022 2025-01-01T21:04:00Z 6.185
CME0022 2025-01-01T21:05:00Z 0.167
CME0022 2025-01-01T21:06:00Z 93.205
CME0022 2025-01-01T21:07:00Z 4.693
CME0022 2025-01-01T21:08:00Z 61.848
CME0022 2025-01-01T21:09:00Z 73.008
CME0023 2025-01-01T22:00:00Z 6.900
CME0023 2025-01-01T22:01:00Z 76.145
CME0023 2025-01-01T22:02:00Z 37.790
CME0023 2025-01-01T22:03:00Z 34.438
CME0023 2025-01-01T22:04:00Z 54.386
CME0023 2025-01-01T22:05:00Z 9.583
CME0023 2025-01-01T22:06:00Z 29.155
CME0023 2025-01-01T22:07:00Z 14.922
CME0023 2025-01-01T22:08:00Z 52.177
CME0023 2025-01-01T22:09:00Z 4.206
CME0024 2025-01-01T23:00:00Z 18.219
CME0024 2025-01-01T23:01:00Z 6.395
CME0024 2025-01-01T23:02:00Z 29.459
CME0024 2025-01-01T23:03:00Z 65.091
CME0024 2025-01-01T23:04:00Z 44.994
CME0024 2025-01-01T23:05:00Z 99.387
CME0024 2025-01-01T23:06:00Z 79.440
CME0024 2025-01-01T23:07:00Z 0.108
CME0024 2025-01-01T23:08:00Z 31.245
CME0024 2025-01-01T23:09:00Z 5.052
CME0025 2025-01-02T00:00:00Z 3.137
CME0025 2025-01-02T00:01:00Z 55.908
CME0025 2025-01-02T00:02:00Z 76.314
CME0025 2025-01-02T00:03:00Z 96.415
CME0025 2025-01-02T00:04:00Z 0.750
CME0025 2025-01-02T00:05:00Z 83.973
CME0025 2025-01-02T00:06:00Z 15.266
CME0025 2025-01-02T00:07:00Z 8.138
CME0025 2025-01-02T00:08:00Z 49.803
CME0025 2025-01-02T00:09:00Z 75.800
CME0026 2025-01-02T01:00:00Z 55.104
CME0026 2025-01-02T01:01:00Z 47.040
CME0026 2025-01-02T01:02:00Z 7.067
CME0026 2025-01-02T01:03:00Z 49.574
CME0026 2025-01-02T01:04:00Z 98.752
CME0026 2025-01-02T01:05:00Z 6.296
CME0026 2025-01-02T01:06:00Z 69.042
CME0026 2025-01-02T01:07:00Z 51.872
CME0026 2025-01-02T01:08:00Z 8.550
CME0026 2025-01-02T01:09:00Z 89.123
CME0027 2025-01-02T02:00:00Z 25.292
CME0027 2025-01-02T02:01:00Z 95.373
CME0027 2025-01-02T02:02:00Z 35.882
CME0027 2025-01-02T02:03:00Z 45.700
CME0027 2025-01-02T02:04:00Z 4.935
CME0027 2025-01-02T02:05:00Z 68.522
CME0027 2025-01-02T02:06:00Z 85.319
CME0027 2025-01-02T02:07:00Z 21.928
CME0027 2025-01-02T02:08:00Z 4.129
CME0027 2025-01-02T02:09:00Z 0.570
CME0028 2025-01-02T03:00:00Z 43.787
CME0028 2025-01-02T03:01:00Z 10.037
CME0028 2025-01-02T03:02:00Z 81.362
CME0028 2025-01-02T03:03:00Z 15.682
CME0028 2025-01-02T03:04:00Z 4.931
CME0028 2025-01-02T03:05:00Z 9.283
CME0028 2025-01-02T03:06:00Z 89.188
CME0028 2025-01-02T03:07:00Z 30.787
CME0028 2025-01-02T03:08:00Z 88.418
CME0028 2025-01-02T03:09:00Z 0.138
CME0029 2025-01-02T04:00:00Z 64.131
CME0029 2025-01-02T04:01:00Z 16.515
CME0029 2025-01-02T04:02:00Z 53.199
CME0029 2025-01-02T04:03:00Z 58.460
CME0029 2025-01-02T04:04:00Z 2.616
CME0029 2025-01-02T04:05:00Z 16.065
CME0029 2025-01-02T04:06:00Z 6.981
CME0029 2025-01-02T04:07:00Z 73.721
CME0029 2025-01-02T04:08:00Z 57.836
CME0029 2025-01-02T04:09:00Z 7.090
CME0030 2025-01-02T05:00:00Z 7.086
CME0030 2025-01-02T05:01:00Z 10.026
CME0030 2025-01-02T05:02:00Z 33.581
CME0030 2025-01-02T05:03:00Z 0.131
CME0030 2025-01-02T05:04:00Z 63.319
CME0030 2025-01-02T05:05:00Z 0.293
CME0030 2025-01-02T05:06:00Z 62.921
CME0030 2025-01-02T05:07:00Z 33.986
CME0030 2025-01-02T05:08:00Z 29.322
CME0030 2025-01-02T05:09:00Z 89.595
CME0031 2025-01-02T06:00:00Z 6.560
CME0031 2025-01-02T06:01:00Z 90.682
CME0031 2025-01-02T06:02:00Z 38.093
CME0031 2025-01-02T06:03:00Z 37.324
CME0031 2025-01-02T06:04:00Z 32.551
CME0031 2025-01-02T06:05:00Z 3.278
CME0031 2025-01-02T06:06:00Z 88.434
CME0031 2025-01-02T06:07:00Z 79.243
CME0031 2025-01-02T06:08:00Z 86.536
CME0031 2025-01-02T06:09:00Z 5.293
CME0032 2025-01-02T07:00:00Z 53.809
CME0032 2025-01-02T07:01:00Z 9.425
CME0032 2025-01-02T07:02:00Z 58.114
CME0032 2025-01-02T07:03:00Z 89.547
CME0032 2025-01-02T07:04:00Z 8.283
CME0032 2025-01-02T07:05:00Z 83.961
CME0032 2025-01-02T07:06:00Z 77.295
CME0032 2025-01-02T07:07:00Z 12.919
CME0032 2025-01-02T07:08:00Z 4.992
CME0032 2025-01-02T07:09:00Z 14.658
CME0033 2025-01-02T08:00:00Z 6.774
CME0034 2025-01-02T09:00:00Z 2.696
CME0034 2025-01-02T09:01:00Z 4.317
CME0034 2025-01-02T09:02:00Z 12.423
CME0034 2025-01-02T09:03:00Z 87.565
CME0034 2025-01-02T09:04:00Z 33.139
CME0034 2025-01-02T09:05:00Z 82.338
CME0034 2025-01-02T09:06:00Z 9.762
CME0034 2025-01-02T09:07:00Z 80.910
CME0034 2025-01-02T09:08:00Z 66.302
CME0034 2025-01-02T09:09:00Z 72.205
CME0035 2025-01-02T10:00:00Z 86.582
CME0035 2025-01-02T10:01:00Z 77.898
CME0035 2025-01-02T10:02:00Z 7.891
CME0035 2025-01-02T10:03:00Z 1.200
CME0035 2025-01-02T10:04:00Z 41.280
CME0035 2025-01-02T10:05:00Z 83.350
CME0035 2025-01-02T10:06:00Z 12.241
CME0035 2025-01-02T10:07:00Z 3.090
CME0035 2025-01-02T10:08:00Z 95.945
CME0035 2025-01-02T10:09:00Z 10.278
CME0036 2025-01-02T11:00:00Z 0.766
CME0036 2025-01-02T11:01:00Z 1.111
CME0036 2025-01-02T11:02:00Z 2.472
CME0036 2025-01-02T11:03:00Z 19.354
CME0036 2025-01-02T11:04:00Z 33.384
CME0036 2025-01-02T11:05:00Z 47.593
CME0036 2025-01-02T11:06:00Z 15.475
CME0036 2025-01-02T11:07:00Z 94.975
CME0036 2025-01-02T11:08:00Z 46.390
CME0036 2025-01-02T11:09:00Z 19.772
CME0037 2025-01-02T12:00:00Z 33.135
CME0037 2025-01-02T12:01:00Z 36.842
CME0037 2025-01-02T12:02:00Z 41.127
CME0037 2025-01-02T12:03:00Z 2.530
CME0037 2025-01-02T12:04:00Z 4.052
CME0037 2025-01-02T12:05:00Z 69.255
CME0037 2025-01-02T12:06:00Z 70.211
CME0037 2025-01-02T12:07:00Z 51.717
CME0037 2025-01-02T12:08:00Z 3.573
CME0037 2025-01-02T12:09:00Z 23.325
CME0038 2025-01-02T13:00:00Z 8.483
CME0038 2025-01-02T13:01:00Z 11.139
CME0038 2025-01-02T13:02:00Z 54.868
CME0038 2025-01-02T13:03:00Z 18.902
CME0038 2025-01-02T13:04:00Z 37.826
CME0038 2025-01-02T13:05:00Z 28.605
CME0038 2025-01-02T13:06:00Z 1.538
CME0038 2025-01-02T13:07:00Z 70.494
CME0038 2025-01-02T13:08:00Z 75.777
CME0038 2025-01-02T13:09:00Z 1.791
CME0039 2025-01-02T14:00:00Z 91.312
CME0039 2025-01-02T14:01:00Z 89.209
CME0039 2025-01-02T14:02:00Z 53.185
CME0039 2025-01-02T14:03:00Z 71.010
CME0039 2025-01-02T14:04:00Z 4.557
CME0039 2025-01-02T14:05:00Z 95.515
CME0039 2025-01-02T14:06:00Z 25.271
CME0039 2025-01-02T14:07:00Z 4.678
CME0039 2025-01-02T14:08:00Z 93.232
CME0039 2025-01-02T14:09:00Z 7.277
CME0040 2025-01-02T15:00:00Z 74.203
CME0040 2025-01-02T15:01:00Z 0.362
CME0040 2025-01-02T15:02:00Z 21.328
CME0040 2025-01-02T15:03:00Z 77.610
CME0040 2025-01-02T15:04:00Z 48.379
CME0040 2025-01-02T15:05:00Z 25.742
CME0040 2025-01-02T15:06:00Z 61.235
CME0040 2025-01-02T15:07:00Z 9.286
CME0040 2025-01-02T15:08:00Z 32.011
CME0040 2025-01-02T15:09:00Z 6.001
CME0041 2025-01-02T16:00:00Z 62.059
CME0041 2025-01-02T16:01:00Z 28.479
CME0041 2025-01-02T16:02:00Z 41.360
CME0041 2025-01-02T16:03:00Z 5.560
CME0041 2025-01-02T16:04:00Z 8.693
CME0041 2025-01-02T16:05:00Z 26.358
CME0041 2025-01-02T16:06:00Z 71.397
CME0041 2025-01-02T16:07:00Z 4.842
CME0041 2025-01-02T16:08:00Z 13.055
CME0041 2025-01-02T16:09:00Z 11.951
CME0042 2025-01-02T17:00:00Z 8.046
CME0042 2025-01-02T17:01:00Z 71.933
CME0042 2025-01-02T17:02:00Z 3.412
CME0042 2025-01-02T17:03:00Z 70.799
CME0042 2025-01-02T17:04:00Z 6.635
CME0042 2025-01-02T17:05:00Z 62.799
CME0042 2025-01-02T17:06:00Z 14.789
CME0042 2025-01-02T17:07:00Z 87.744
CME0042 2025-01-02T17:08:00Z 37.096
CME0042 2025-01-02T17:09:00Z 64.139
CME0043 2025-01-02T18:00:00Z 80.944
CME0043 2025-01-02T18:01:00Z 97.302
CME0043 2025-01-02T18:02:00Z 9.705
CME0043 2025-01-02T18:03:00Z 3.383
CME0043 2025-01-02T18:04:00Z 91.421
CME0043 2025-01-02T18:05:00Z 87.800
CME0043 2025-01-02T18:06:00Z 68.589
CME0043 2025-01-02T18:07:00Z 95.183
CME0043 2025-01-02T18:08:00Z 8.227
CME0043 2025-01-02T18:09:00Z 77.335
CME0044 2025-01-02T19:00:00Z 54.226
CME0044 2025-01-02T19:01:00Z 86.787
CME0044 2025-01-02T19:02:00Z 8.397
CME0044 2025-01-02T19:03:00Z 34.809
CME0044 2025-01-02T19:04:00Z 0.522
CME0044 2025-01-02T19:05:00Z 52.058
CME0044 2025-01-02T19:06:00Z 88.207
CME0044 2025-01-02T19:07:00Z 22.271
CME0044 2025-01-02T19:08:00Z 1.211
CME0044 2025-01-02T19:09:00Z 85.915
CME0045 2025-01-02T20:00:00Z 64.185
CME0045 2025-01-02T20:01:00Z 80.053
CME0045 2025-01-02T20:02:00Z 91.295
CME0045 2025-01-02T20:03:00Z 4.617
CME0045 2025-01-02T20:04:00Z 80.345
CME0045 2025-01-02T20:05:00Z 31.713
CME0045 2025-01-02T20:06:00Z 86.648
CME0045 2025-01-02T20:07:00Z 4.062
CME0045 2025-01-02T20:08:00Z 3.887
CME0045 2025-01-02T20:09:00Z 89.299
CME0046 2025-01-02T21:00:00Z 1.144
CME0046 2025-01-02T21:01:00Z 88.152
CME0046 2025-01-02T21:02:00Z 80.187
CME0046 2025-01-02T21:03:00Z 77.557
CME0046 2025-01-02T21:04:00Z 53.321
CME0046 2025-01-02T21:05:00Z 69.439
CME0046 2025-01-02T21:06:00Z 29.291
CME0046 2025-01-02T21:07:00Z 8.803
CME0046 2025-01-02T21:08:00Z 68.759
CME0046 2025-01-02T21:09:00Z 5.956
CME0047 2025-01-02T22:00:00Z 51.133
CME0047 2025-01-02T22:01:00Z 81.147
CME0047 2025-01-02T22:02:00Z 88.379
CME0047 2025-01-02T22:03:00Z 70.614
CME0047 2025-01-02T22:04:00Z 57.004
CME0047 2025-01-02T22:05:00Z 9.115
CME0047 2025-01-02T22:06:00Z 2.544
CME0047 2025-01-02T22:07:00Z 6.368
CME0047 2025-01-02T22:08:00Z 68.598
CME0047 2025-01-02T22:09:00Z 52.903
CME0048 2025-01-02T23:00:00Z 2.571
CME0048 2025-01-02T23:01:00Z 73.746
CME0048 2025-01-02T23:02:00Z 94.684
CME0048 2025-01-02T23:03:00Z 67.928
CME0048 2025-01-02T23:04:00Z 7.822
CME0048 2025-01-02T23:05:00Z 6.245
CME0048 2025-01-02T23:06:00Z 56.275
CME0048 2025-01-02T23:07:00Z 19.864
CME0048 2025-01-02T23:08:00Z 91.487
CME0048 2025-01-02T23:09:00Z 73.870
CME0049 2025-01-03T00:00:00Z 78.354
CME0049 2025-01-03T00:01:00Z 80.454
CME0049 2025-01-03T00:02:00Z 8.139
CME0049 2025-01-03T00:03:00Z 6.033
CME0049 2025-01-03T00:04:00Z 38.450
CME0049 2025-01-03T00:05:00Z 65.945
CME0049 2025-01-03T00:06:00Z 29.892
CME0049 2025-01-03T00:07:00Z 84.060
CME0049 2025-01-03T00:08:00Z 18.771
CME0049 2025-01-03T00:09:00Z 7.130
CME0050 2025-01-03T01:00:00Z 4.204
CME0050 2025-01-03T01:01:00Z 38.389
CME0050 2025-01-03T01:02:00Z 91.018
CME0050 2025-01-03T01:03:00Z 41.095
CME0050 2025-01-03T01:04:00Z 29.804
CME0050 2025-01-03T01:05:00Z 46.115
CME0050 2025-01-03T01:06:00Z 3.281
CME0050 2025-01-03T01:07:00Z 78.558
CME0050 2025-01-03T01:08:00Z 99.032
CME0050 2025-01-03T01:09:00Z 8.473
CME0051 2025-01-03T02:00:00Z 1.428
CME0051 2025-01-03T02:01:00Z 54.636
CME0051 2025-01-03T02:02:00Z 54.001
CME0051 2025-01-03T02:03:00Z 19.203
CME0051 2025-01-03T02:04:00Z 21.278
CME0051 2025-01-03T02:05:00Z 9.265
CME0051 2025-01-03T02:06:00Z 8.112
CME0051 2025-01-03T02:07:00Z 85.402
CME0051 2025-01-03T02:08:00Z 85.396
CME0051 2025-01-03T02:09:00Z 32.864
CME0052 2025-01-03T03:00:00Z 19.812
CME0052 2025-01-03T03:01:00Z 15.678
CME0052 2025-01-03T03:02:00Z 81.927
CME0052 2025-01-03T03:03:00Z 40.865
CME0052 2025-01-03T03:04:00Z 8.291
CME0052 2025-01-03T03:05:00Z 51.756
CME0052 2025-01-03T03:06:00Z 2.200
CME0052 2025-01-03T03:07:00Z 33.135
CME0052 2025-01-03T03:08:00Z 50.220
CME0052 2025-01-03T03:09:00Z 5.081
CME0053 2025-01-03T04:00:00Z 53.646
CME0053 2025-01-03T04:01:00Z 33.490
CME0053 2025-01-03T04:02:00Z 30.026
CME0053 2025-01-03T04:03:00Z 16.421
CME0053 2025-01-03T04:04:00Z 6.935
CME0053 2025-01-03T04:05:00Z 88.362
CME0053 2025-01-03T04:06:00Z 6.379
CME0053 2025-01-03T04:07:00Z 85.781
CME0053 2025-01-03T04:08:00Z 36.832
CME0053 2025-01-03T04:09:00Z 6.199
CME0054 2025-01-03T05:00:00Z 53.829
CME0054 2025-01-03T05:01:00Z 63.863
CME0054 2025-01-03T05:02:00Z 3.249
CME0054 2025-01-03T05:03:00Z 80.924
CME0054 2025-01-03T05:04:00Z 9.819
CME0054 2025-01-03T05:05:00Z 65.803
CME0054 2025-01-03T05:06:00Z 33.569
CME0054 2025-01-03T05:07:00Z 21.558
CME0054 2025-01-03T05:08:00Z 3.186
CME0054 2025-01-03T05:09:00Z 26.941
CME0055 2025-01-03T06:00:00Z 5.755
CME0055 2025-01-03T06:01:00Z 50.970
CME0055 2025-01-03T06:02:00Z 72.236
CME0055 2025-01-03T06:03:00Z 44.416
CME0055 2025-01-03T06:04:00Z 82.321
CME0055 2025-01-03T06:05:00Z 4.854
CME0055 2025-01-03T06:06:00Z 62.668
CME0055 2025-01-03T06:07:00Z 25.079
CME0055 2025-01-03T06:08:00Z 7.896
CME0055 2025-01-03T06:09:00Z 45.728
CME0056 2025-01-03T07:00:00Z 7.127
CME0056 2025-01-03T07:01:00Z 3.522
CME0056 2025-01-03T07:02:00Z 22.060
CME0056 2025-01-03T07:03:00Z 94.637
CME0056 2025-01-03T07:04:00Z 0.570
CME0056 2025-01-03T07:05:00Z 20.850
CME0056 2025-01-03T07:06:00Z 59.236
CME0056 2025-01-03T07:07:00Z 86.178
CME0056 2025-01-03T07:08:00Z 23.047
CME0056 2025-01-03T07:09:00Z 89.832
CME0057 2025-01-03T08:00:00Z 83.615
CME0057 2025-01-03T08:01:00Z 6.935
CME0057 2025-01-03T08:02:00Z 29.006
CME0057 2025-01-03T08:03:00Z 5.455
CME0057 2025-01-03T08:04:00Z 50.541
CME0057 2025-01-03T08:05:00Z 70.969
CME0057 2025-01-03T08:06:00Z 21.272
CME0057 2025-01-03T08:07:00Z 87.754
CME0057 2025-01-03T08:08:00Z 0.712
CME0057 2025-01-03T08:09:00Z 66.002
CME0058 2025-01-03T09:00:00Z 6.785
CME0059 2025-01-03T10:00:00Z 32.659
CME0059 2025-01-03T10:01:00Z 91.346
CME0059 2025-01-03T10:02:00Z 29.860
CME0059 2025-01-03T10:03:00Z 0.841
CME0059 2025-01-03T10:04:00Z 7.060
CME0059 2025-01-03T10:05:00Z 42.715
CME0059 2025-01-03T10:06:00Z 65.075
CME0059 2025-01-03T10:07:00Z 44.028
CME0059 2025-01-03T10:08:00Z 14.871
CME0059 2025-01-03T10:09:00Z 6.529
CME0060 2025-01-03T11:00:00Z 1.222
CME0061 2025-01-03T12:00:00Z 91.216
CME0061 2025-01-03T12:01:00Z 3.145
CME0061 2025-01-03T12:02:00Z 2.649
CME0061 2025-01-03T12:03:00Z 93.363
CME0061 2025-01-03T12:04:00Z 9.590
CME0061 2025-01-03T12:05:00Z 93.300
CME0061 2025-01-03T12:06:00Z 99.990
CME0061 2025-01-03T12:07:00Z 45.490
CME0061 2025-01-03T12:08:00Z 66.325
CME0061 2025-01-03T12:09:00Z 78.627
CME0062 2025-01-03T13:00:00Z 96.113
CME0062 2025-01-03T13:01:00Z 9.588
CME0062 2025-01-03T13:02:00Z 21.947
CME0062 2025-01-03T13:03:00Z 92.877
CME0062 2025-01-03T13:04:00Z 82.897
CME0062 2025-01-03T13:05:00Z 7.966
CME0062 2025-01-03T13:06:00Z 94.127
CME0062 2025-01-03T13:07:00Z 93.372
CME0062 2025-01-03T13:08:00Z 2.035
CME0062 2025-01-03T13:09:00Z 13.689
CME0063 2025-01-03T14:00:00Z 19.291
CME0063 2025-01-03T14:01:00Z 59.549
CME0063 2025-01-03T14:02:00Z 90.591
CME0063 2025-01-03T14:03:00Z 2.747
CME0063 2025-01-03T14:04:00Z 6.487
CME0063 2025-01-03T14:05:00Z 30.549
