CME_ID timestamp radio_bursts_sfu
CME0038 2025-01-02T13:04:00Z 1368.085
CME0038 2025-01-02T13:05:00Z 3923.837
CME0038 2025-01-02T13:06:00Z 473.298
CME0038 2025-01-02T13:07:00Z 4342.123
CME0038 2025-01-02T13:08:00Z 1792.001
CME0038 2025-01-02T13:09:00Z 330.573
CME0039 2025-01-02T14:00:00Z 4695.860
CME0039 2025-01-02T14:01:00Z 3920.687
CME0039 2025-01-02T14:02:00Z 1723.444
CME0039 2025-01-02T14:03:00Z 1746.486
CME0039 2025-01-02T14:04:00Z 917.406
CME0039 2025-01-02T14:05:00Z 3767.663
CME0039 2025-01-02T14:06:00Z 3609.816
CME0039 2025-01-02T14:07:00Z 978.011
CME0039 2025-01-02T14:08:00Z 2361.213
CME0039 2025-01-02T14:09:00Z 490.438
CME0040 2025-01-02T15:00:00Z 2029.016
CME0040 2025-01-02T15:01:00Z 679.660
CME0040 2025-01-02T15:02:00Z 3057.630
CME0040 2025-01-02T15:03:00Z 1037.652
CME0040 2025-01-02T15:04:00Z 2087.272
CME0040 2025-01-02T15:05:00Z 1177.452
CME0040 2025-01-02T15:06:00Z 3652.547
CME0040 2025-01-02T15:07:00Z 107.679
CME0040 2025-01-02T15:08:00Z 4640.155
CME0040 2025-01-02T15:09:00Z 318.013
CME0041 2025-01-02T16:00:00Z 2884.570
CME0041 2025-01-02T16:01:00Z 3748.695
CME0041 2025-01-02T16:02:00Z 2604.383
CME0041 2025-01-02T16:03:00Z 78.221
CME0041 2025-01-02T16:04:00Z 699.198
CME0041 2025-01-02T16:05:00Z 4002.089
CME0041 2025-01-02T16:06:00Z 1203.621
CME0041 2025-01-02T16:07:00Z 898.301
CME0041 2025-01-02T16:08:00Z 3615.726
CME0041 2025-01-02T16:09:00Z 3705.596
CME0042 2025-01-02T17:00:00Z 510.479
CME0042 2025-01-02T17:01:00Z 2897.144
CME0042 2025-01-02T17:02:00Z 980.312
CME0042 2025-01-02T17:03:00Z 1313.939
CME0042 2025-01-02T17:04:00Z 585.091
CME0042 2025-01-02T17:05:00Z 4482.104
CME0042 2025-01-02T17:06:00Z 2684.313
CME0042 2025-01-02T17:07:00Z 4448.007
CME0042 2025-01-02T17:08:00Z 1641.930
CME0042 2025-01-02T17:09:00Z 4298.080
CME0043 2025-01-02T18:00:00Z 2457.859
CME0043 2025-01-02T18:01:00Z 2360.680
CME0043 2025-01-02T18:02:00Z 759.809
CME0043 2025-01-02T18:03:00Z 958.940
CME0043 2025-01-02T18:04:00Z 2705.451
CME0043 2025-01-02T18:05:00Z 1785.072
CME0043 2025-01-02T18:06:00Z 1076.362
CME0043 2025-01-02T18:07:00Z 4095.333
CME0043 2025-01-02T18:08:00Z 997.441
CME0043 2025-01-02T18:09:00Z 4840.938
CME0044 2025-01-02T19:00:00Z 3415.192
CME0044 2025-01-02T19:01:00Z 3032.854
CME0044 2025-01-02T19:02:00Z 12.615
CME0044 2025-01-02T19:03:00Z 2080.536
CME0044 2025-01-02T19:04:00Z 884.061
CME0044 2025-01-02T19:05:00Z 4206.093
CME0044 2025-01-02T19:06:00Z 4536.123
CME0044 2025-01-02T19:07:00Z 2443.699
CME0044 2025-01-02T19:08:00Z 94.783
CME0044 2025-01-02T19:09:00Z 3016.602
CME0045 2025-01-02T20:00:00Z 3192.398
CME0045 2025-01-02T20:01:00Z 3092.115
CME0045 2025-01-02T20:02:00Z 3983.025
CME0045 2025-01-02T20:03:00Z 55.402
CME0045 2025-01-02T20:04:00Z 4217.333
CME0045 2025-01-02T20:05:00Z 3702.255
CME0045 2025-01-02T20:06:00Z 1215.004
CME0045 2025-01-02T20:07:00Z 971.446
CME0045 2025-01-02T20:08:00Z 709.901
CME0045 2025-01-02T20:09:00Z 1569.279
CME0046 2025-01-02T21:00:00Z 599.495
CME0046 2025-01-02T21:01:00Z 4621.215
CME0046 2025-01-02T21:02:00Z 4656.355
CME0046 2025-01-02T21:03:00Z 1205.733
CME0046 2025-01-02T21:04:00Z 1512.251
CME0046 2025-01-02T21:05:00Z 4233.457
CME0046 2025-01-02T21:06:00Z 2393.190
CME0046 2025-01-02T21:07:00Z 447.588
CME0046 2025-01-02T21:08:00Z 1061.941
CME0046 2025-01-02T21:09:00Z 451.264
CME0047 2025-01-02T22:00:00Z 1350.105
CME0047 2025-01-02T22:01:00Z 4477.248
CME0047 2025-01-02T22:02:00Z 4784.728
CME0047 2025-01-02T22:03:00Z 1282.577
CME0047 2025-01-02T22:04:00Z 4624.527
CME0047 2025-01-02T22:05:00Z 84.921
CME0047 2025-01-02T22:06:00Z 61.329
CME0047 2025-01-02T22:07:00Z 393.410
CME0047 2025-01-02T22:08:00Z 4292.645
CME0047 2025-01-02T22:09:00Z 2811.760
CME0048 2025-01-02T23:00:00Z 649.142
CME0048 2025-01-02T23:01:00Z 2957.040
CME0048 2025-01-02T23:02:00Z 1007.894
CME0048 2025-01-02T23:03:00Z 4050.673
CME0048 2025-01-02T23:04:00Z 782.176
CME0048 2025-01-02T23:05:00Z 952.004
CME0048 2025-01-02T23:06:00Z 4801.303
CME0048 2025-01-02T23:07:00Z 1631.706
CME0048 2025-01-02T23:08:00Z 2746.344
CME0048 2025-01-02T23:09:00Z 4911.150
CME0049 2025-01-03T00:00:00Z 3485.119
CME0049 2025-01-03T00:01:00Z 4563.072
CME0049 2025-01-03T00:02:00Z 267.418
CME0049 2025-01-03T00:03:00Z 273.000
CME0049 2025-01-03T00:04:00Z 4811.045
CME0049 2025-01-03T00:05:00Z 3273.785
CME0049 2025-01-03T00:06:00Z 4426.732
CME0049 2025-01-03T00:07:00Z 1596.567
CME0049 2025-01-03T00:08:00Z 4571.823
CME0049 2025-01-03T00:09:00Z 434.567
CME0050 2025-01-03T01:00:00Z 965.693
CME0050 2025-01-03T01:01:00Z 4307.424
CME0050 2025-01-03T01:02:00Z 1196.736
CME0050 2025-01-03T01:03:00Z 1707.289
CME0050 2025-01-03T01:04:00Z 2220.527
CME0050 2025-01-03T01:05:00Z 2478.873
CME0050 2025-01-03T01:06:00Z 363.932
CME0050 2025-01-03T01:07:00Z 1726.928
CME0050 2025-01-03T01:08:00Z 3594.923
CME0050 2025-01-03T01:09:00Z 164.276
CME0051 2025-01-03T02:00:00Z 135.109
CME0051 2025-01-03T02:01:00Z 3101.916
CME0051 2025-01-03T02:02:00Z 1286.717
CME0051 2025-01-03T02:03:00Z 4165.446
CME0051 2025-01-03T02:04:00Z 1224.236
CME0051 2025-01-03T02:05:00Z 414.624
CME0051 2025-01-03T02:06:00Z 679.338
CME0051 2025-01-03T02:07:00Z 1593.591
CME0051 2025-01-03T02:08:00Z 4117.539
CME0051 2025-01-03T02:09:00Z 4720.127
CME0052 2025-01-03T03:00:00Z 4386.139
CME0052 2025-01-03T03:01:00Z 1191.782
CME0052 2025-01-03T03:02:00Z 1131.054
CME0052 2025-01-03T03:03:00Z 3084.011
CME0052 2025-01-03T03:04:00Z 385.614
CME0052 2025-01-03T03:05:00Z 3617.306
CME0052 2025-01-03T03:06:00Z 107.038
CME0052 2025-01-03T03:07:00Z 2864.057
CME0052 2025-01-03T03:08:00Z 2090.387
CME0052 2025-01-03T03:09:00Z 741.400
CME0053 2025-01-03T04:00:00Z 4834.813
CME0053 2025-01-03T04:01:00Z 1114.616
CME0053 2025-01-03T04:02:00Z 4842.887
CME0053 2025-01-03T04:03:00Z 2164.353
CME0053 2025-01-03T04:04:00Z 980.084
CME0053 2025-01-03T04:05:00Z 3218.284
CME0053 2025-01-03T04:06:00Z 289.579
CME0053 2025-01-03T04:07:00Z 4966.985
CME0053 2025-01-03T04:08:00Z 1014.294
CME0053 2025-01-03T04:09:00Z 316.843
CME0054 2025-01-03T05:00:00Z 4177.717
CME0054 2025-01-03T05:01:00Z 2930.208
CME0054 2025-01-03T05:02:00Z 283.124
CME0054 2025-01-03T05:03:00Z 1295.984
CME0054 2025-01-03T05:04:00Z 917.637
CME0054 2025-01-03T05:05:00Z 3526.654
CME0054 2025-01-03T05:06:00Z 3584.586
CME0054 2025-01-03T05:07:00Z 4616.678
CME0054 2025-01-03T05:08:00Z 62.864
CME0054 2025-01-03T05:09:00Z 2073.895
CME0055 2025-01-03T06:00:00Z 500.047
CME0055 2025-01-03T06:01:00Z 4556.454
CME0055 2025-01-03T06:02:00Z 1619.150
CME0055 2025-01-03T06:03:00Z 4455.747
CME0055 2025-01-03T06:04:00Z 2641.798
CME0055 2025-01-03T06:05:00Z 33.664
CME0055 2025-01-03T06:06:00Z 1667.350
CME0055 2025-01-03T06:07:00Z 4481.033
CME0055 2025-01-03T06:08:00Z 42.494
CME0055 2025-01-03T06:09:00Z 1676.576
CME0056 2025-01-03T07:00:00Z 423.278
CME0056 2025-01-03T07:01:00Z 539.635
CME0056 2025-01-03T07:02:00Z 1165.283
CME0056 2025-01-03T07:03:00Z 1771.005
CME0056 2025-01-03T07:04:00Z 873.351
CME0056 2025-01-03T07:05:00Z 2349.471
CME0056 2025-01-03T07:06:00Z 4647.864
CME0056 2025-01-03T07:07:00Z 4901.709
CME0056 2025-01-03T07:08:00Z 3017.807
CME0056 2025-01-03T07:09:00Z 3312.064
CME0057 2025-01-03T08:00:00Z 4129.131
CME0057 2025-01-03T08:01:00Z 495.006
CME0057 2025-01-03T08:02:00Z 2644.264
CME0057 2025-01-03T08:03:00Z 753.265
CME0057 2025-01-03T08:04:00Z 4637.286
CME0057 2025-01-03T08:05:00Z 2052.688
CME0057 2025-01-03T08:06:00Z 2470.882
CME0057 2025-01-03T08:07:00Z 2100.675
CME0057 2025-01-03T08:08:00Z 239.360
CME0057 2025-01-03T08:09:00Z 1515.665
CME0058 2025-01-03T09:00:00Z 663.315
CME0059 2025-01-03T10:00:00Z 4244.891
CME0059 2025-01-03T10:01:00Z 1273.908
CME0059 2025-01-03T10:02:00Z 1127.609
CME0059 2025-01-03T10:03:00Z 528.084
CME0059 2025-01-03T10:04:00Z 482.073
CME0059 2025-01-03T10:05:00Z 4865.388
CME0059 2025-01-03T10:06:00Z 4202.502
CME0059 2025-01-03T10:07:00Z 3739.949
CME0059 2025-01-03T10:08:00Z 2719.471
CME0059 2025-01-03T10:09:00Z 692.461
CME0060 2025-01-03T11:00:00Z 420.142
CME0061 2025-01-03T12:00:00Z 3397.441
CME0061 2025-01-03T12:01:00Z 731.137
CME0061 2025-01-03T12:02:00Z 172.023
CME0061 2025-01-03T12:03:00Z 4571.241
CME0061 2025-01-03T12:04:00Z 256.941
CME0061 2025-01-03T12:05:00Z 1311.677
CME0061 2025-01-03T12:06:00Z 1227.760
CME0061 2025-01-03T12:07:00Z 2688.106
CME0061 2025-01-03T12:08:00Z 1064.825
CME0061 2025-01-03T12:09:00Z 1020.552
